Timestamp,MetricID,Value,Trend_Mean,Variance,Z_Score,PRB_Limit,ControlActions
1770031376.3957176,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031377.395377,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031377.3957117,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031378.3956194,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031378.3960094,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031379.3951283,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031379.3954291,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031380.3952823,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031380.395597,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031381.3953176,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031381.3956978,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031382.3956907,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031382.3963122,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031383.3952825,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031383.3955643,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031384.3952217,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031384.3955188,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031385.3951814,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031385.395486,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031386.3951426,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031386.3954594,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031387.3953693,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031387.395715,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031388.3954778,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031388.3958569,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031389.3952632,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031389.3956027,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031390.3952236,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031390.395591,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031391.3951101,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031391.3954163,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031392.39523,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031392.395565,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031393.3952837,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031393.3955948,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031394.3962286,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031394.396814,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031395.3956494,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031395.3960567,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031396.3952608,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031396.3955877,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031397.3951712,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031397.39547,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031398.395161,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031398.395485,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031399.3952005,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031399.3955116,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031400.39533,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031400.3956397,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031401.395346,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031401.3956997,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031402.3952973,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031402.3956316,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031403.3951826,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031403.3954968,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031404.395224,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031404.3955288,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031405.3956423,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031405.396039,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031406.395996,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031406.3965032,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031407.3952377,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031407.3955348,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031408.3951368,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031408.3954284,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031409.3952005,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031409.3955078,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031410.3952727,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031410.3955855,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031411.3953784,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031411.3959303,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031412.3955064,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031412.395888,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031413.3951068,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031413.3953598,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031414.395224,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031414.3955183,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031415.395302,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031415.3956604,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031416.3952127,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031416.3955002,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031417.3953123,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031417.3956203,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031418.395183,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031418.3955054,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031419.3951504,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031419.3954475,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031420.3950644,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031420.395368,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031421.395257,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031421.3955414,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031422.3952851,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031422.3955915,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031423.3952863,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031423.3956156,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031424.3953757,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031424.395713,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031425.3951905,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031425.3954823,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031426.395233,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031426.3955286,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031427.39529,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031427.3955986,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031428.395271,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031428.395588,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031429.3954,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031429.3957434,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031430.3953674,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031430.3956711,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031431.3952353,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031431.395533,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031432.395169,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031432.3954453,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031433.3951337,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031433.3954089,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031434.3955765,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031434.3959525,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031435.3954897,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031435.3958397,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031436.3953326,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031436.3956661,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031437.3952491,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031437.3955607,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031438.3953187,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031438.3956478,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031439.3955889,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031439.3959508,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031440.3958702,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031440.39629,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031441.3951507,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031441.3953993,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031442.3952236,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031442.3955204,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031443.3952458,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031443.395575,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031444.3955672,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031444.3959346,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031445.3954616,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031445.3958204,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031446.3953786,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031446.3956952,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031447.3953676,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031447.3956542,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031448.3951342,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031448.3953972,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031449.3954425,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031449.3957744,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031450.3954227,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031450.395731,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031451.396035,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031451.3965576,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031452.395307,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031452.3956022,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031453.395537,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031453.3958342,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031454.3954914,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031454.3958046,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031455.3952787,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031455.39559,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031456.3954597,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031456.3958085,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031457.3954878,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031457.3958066,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031458.395339,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031458.3956442,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031459.3957307,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031459.396117,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031460.395223,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031460.3955173,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031461.3953614,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031461.3956904,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031462.3955402,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031462.3958888,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031463.395292,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031463.395593,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031464.3954272,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031464.395708,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031465.395275,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031465.395588,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031466.3958955,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031466.3962104,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031467.395305,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031467.3955643,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031468.395383,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031468.3957427,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031469.3952792,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031469.395592,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031470.395291,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031470.395572,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031471.3953252,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031471.3956318,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031472.395417,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031472.3957329,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031473.3956518,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031473.395977,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031474.3953533,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031474.3956625,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031475.3953001,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031475.3956192,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031476.3953903,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031476.3956988,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031477.3952937,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031477.3956056,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031478.3953931,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031478.3957222,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031479.3955133,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031479.3958583,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031480.3954015,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031480.3957012,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031481.395287,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031481.395596,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031482.3952518,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031482.39554,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031483.3953433,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031483.395642,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031484.3962612,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031484.3966007,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031485.3954422,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031485.3957558,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031486.3955646,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031486.395898,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031487.3953788,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031487.3957107,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031488.3954113,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031488.3957348,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031489.395861,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031489.3962827,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031490.395443,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031490.395786,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031491.3954182,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031491.3957293,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031492.3951993,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031492.395447,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031493.395477,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031493.3957996,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031494.3952122,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031494.3955197,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031495.3954842,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031495.3958342,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031496.3955886,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031496.3959417,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031497.3952892,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031497.395598,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031498.3953204,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031498.3956027,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031499.3952684,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031499.3955605,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031500.395428,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031500.3957627,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031501.3954794,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031501.3958359,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031502.3955638,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031502.3959012,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031503.3954372,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031503.395722,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031504.3953989,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031504.3957129,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031505.3953795,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031505.3957171,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031506.395403,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031506.3957434,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031507.3955402,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031507.3959022,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031508.396228,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031508.3965604,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031509.3952823,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031509.39558,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031510.3953972,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031510.3957033,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031511.3953724,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031511.3956864,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031512.3954763,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031512.3958395,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031513.3954456,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031513.395776,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031514.3952422,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031514.395541,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031515.3952897,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031515.3955605,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031516.3951998,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031516.395469,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031517.3954985,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031517.395827,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031518.3956804,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031518.3960505,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031519.3954225,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031519.3957894,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031520.3963182,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031520.3966675,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031521.3952656,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031521.3955588,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031522.396335,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031522.3966951,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031523.39559,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031523.3959293,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031524.3956327,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031524.3959937,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031525.3954656,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031525.3957844,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031526.395239,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031526.3955374,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031527.3953345,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031527.3956232,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031528.3953185,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031528.3956323,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031529.3954487,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031529.3957627,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031530.3954384,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031530.3957546,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031531.39539,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031531.3957024,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031532.3952978,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031532.3955684,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031533.3953247,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031533.3956048,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031534.3954494,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031534.3957427,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031535.3961663,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031535.396636,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031536.395324,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031536.3956206,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031537.3953772,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031537.3956592,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031538.3955374,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031538.39585,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031539.3955038,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031539.3958404,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031540.395276,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031540.3955345,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031541.3953369,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031541.3956504,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031542.3951967,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031542.3954375,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031543.39516,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031543.3953924,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031544.3953762,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031544.395683,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031545.395559,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031545.3958905,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031546.3955314,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031546.3958402,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031547.395394,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031547.395685,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031548.3956804,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031548.396066,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031549.3953311,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031549.3956215,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031550.3953145,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031550.395649,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770031551.3955188,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770031551.395879,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
